frequency_hz,angle_deg,num_temporal_candidates,num_joint_candidates,temporal_unique,joint_unique,candidate_reduction_ratio,temporal_margin,joint_margin,nearest_competing_frequency_hz,nearest_competing_angle_deg
300000000.0,-60.0,6,6,False,False,0.0,0.0,0.009463266746257536,700000000.0,-22.0
300000000.0,-58.0,6,6,False,False,0.0,0.0,0.017283299113070777,500000000.0,-30.0
300000000.0,-56.0,6,6,False,False,0.0,0.0,0.002496629993851067,900000000.0,-16.0
300000000.0,-54.0,6,6,False,False,0.0,0.0,0.012885112161304224,700000000.0,-20.0
300000000.0,-52.0,6,6,False,False,0.0,0.0,0.006528597482080645,500000000.0,-28.0
300000000.0,-50.0,6,6,False,False,0.0,0.0,0.004347884378532115,1100000000.0,-12.0
300000000.0,-48.0,6,6,False,False,0.0,0.0,0.010959603870851204,1300000000.0,-10.0
300000000.0,-46.0,6,6,False,False,0.0,0.0,0.001996657586572308,700000000.0,-18.0
300000000.0,-44.0,6,6,False,False,0.0,0.0,0.019689942988059362,500000000.0,-24.0
300000000.0,-42.0,6,6,False,False,0.0,0.0,0.010293855529086366,500000000.0,-24.0
300000000.0,-40.0,6,6,False,False,0.0,0.0,0.0004301650593616456,700000000.0,-16.0
300000000.0,-38.0,6,6,False,False,0.0,0.0,0.009483175080632749,900000000.0,-12.0
300000000.0,-36.0,6,6,False,False,0.0,0.0,0.01796849708143062,1300000000.0,-8.0
300000000.0,-34.0,6,6,False,False,0.0,0.0,0.006215418474115609,700000000.0,-14.0
300000000.0,-32.0,6,6,False,False,0.0,0.0,0.010541606345145118,900000000.0,-10.0
300000000.0,-30.0,6,6,False,False,0.0,0.0,0.012099797082007644,1100000000.0,-8.0
300000000.0,-28.0,6,6,False,False,0.0,0.0,0.011835056958039374,500000000.0,-16.0
300000000.0,-26.0,6,6,False,False,0.0,0.0,0.017131518100033216,1300000000.0,-6.0
300000000.0,-24.0,6,6,False,False,0.0,0.0,0.0018295215004131384,700000000.0,-10.0
300000000.0,-22.0,6,6,False,False,0.0,0.0,0.010177151768055823,1100000000.0,-6.0
300000000.0,-20.0,6,6,False,False,0.0,0.0,0.005284934301435145,500000000.0,-12.0
300000000.0,-18.0,6,6,False,False,0.0,0.0,0.005366044638287844,900000000.0,-6.0
300000000.0,-16.0,6,6,False,False,0.0,0.0,0.016181079527239274,500000000.0,-10.0
300000000.0,-14.0,6,6,False,False,0.0,0.0,0.00232319615949652,700000000.0,-6.0
300000000.0,-12.0,6,6,False,False,0.0,0.0,0.001594798481824082,900000000.0,-4.0
300000000.0,-10.0,6,6,False,False,0.0,0.0,0.0006647424494697357,500000000.0,-6.0
300000000.0,-8.0,6,6,False,False,0.0,0.0,0.013164984059309591,1100000000.0,-2.0
300000000.0,-6.0,6,6,False,False,0.0,0.0,0.00019971464336402637,900000000.0,-2.0
300000000.0,-4.0,6,6,False,False,0.0,0.0,0.013614078428964851,500000000.0,-2.0
300000000.0,-2.0,6,6,False,False,0.0,0.0,0.027325788930002252,500000000.0,-2.0
300000000.0,0.0,6,6,False,False,0.0,0.0,0.0,500000000.0,0.0
300000000.0,2.0,6,6,False,False,0.0,0.0,0.027325788930002252,500000000.0,2.0
300000000.0,4.0,6,6,False,False,0.0,0.0,0.013614078428964851,500000000.0,2.0
300000000.0,6.0,6,6,False,False,0.0,0.0,0.00019971464336402637,900000000.0,2.0
300000000.0,8.0,6,6,False,False,0.0,0.0,0.013164984059309591,1100000000.0,2.0
300000000.0,10.0,6,6,False,False,0.0,0.0,0.0006647424494697357,500000000.0,6.0
300000000.0,12.0,6,6,False,False,0.0,0.0,0.001594798481824082,900000000.0,4.0
300000000.0,14.0,6,6,False,False,0.0,0.0,0.00232319615949652,700000000.0,6.0
300000000.0,16.0,6,6,False,False,0.0,0.0,0.016181079527239274,500000000.0,10.0
300000000.0,18.0,6,6,False,False,0.0,0.0,0.005366044638287844,900000000.0,6.0
300000000.0,20.0,6,6,False,False,0.0,0.0,0.005284934301435145,500000000.0,12.0
300000000.0,22.0,6,6,False,False,0.0,0.0,0.010177151768055823,1100000000.0,6.0
300000000.0,24.0,6,6,False,False,0.0,0.0,0.0018295215004131384,700000000.0,10.0
300000000.0,26.0,6,6,False,False,0.0,0.0,0.017131518100033216,1300000000.0,6.0
300000000.0,28.0,6,6,False,False,0.0,0.0,0.011835056958039374,500000000.0,16.0
300000000.0,30.0,6,6,False,False,0.0,0.0,0.012099797082007644,1100000000.0,8.0
300000000.0,32.0,6,6,False,False,0.0,0.0,0.010541606345145118,900000000.0,10.0
300000000.0,34.0,6,6,False,False,0.0,0.0,0.006215418474115609,700000000.0,14.0
300000000.0,36.0,6,6,False,False,0.0,0.0,0.01796849708143062,1300000000.0,8.0
300000000.0,38.0,6,6,False,False,0.0,0.0,0.009483175080632749,900000000.0,12.0
300000000.0,40.0,6,6,False,False,0.0,0.0,0.0004301650593616456,700000000.0,16.0
300000000.0,42.0,6,6,False,False,0.0,0.0,0.010293855529086366,500000000.0,24.0
300000000.0,44.0,6,6,False,False,0.0,0.0,0.019689942988059362,500000000.0,24.0
300000000.0,46.0,6,6,False,False,0.0,0.0,0.001996657586572308,700000000.0,18.0
300000000.0,48.0,6,6,False,False,0.0,0.0,0.010959603870851204,1300000000.0,10.0
300000000.0,50.0,6,6,False,False,0.0,0.0,0.004347884378532115,1100000000.0,12.0
300000000.0,52.0,6,6,False,False,0.0,0.0,0.006528597482080645,500000000.0,28.0
300000000.0,54.0,6,6,False,False,0.0,0.0,0.012885112161304224,700000000.0,20.0
300000000.0,56.0,6,6,False,False,0.0,0.0,0.002496629993851067,900000000.0,16.0
300000000.0,58.0,6,6,False,False,0.0,0.0,0.017283299113070777,500000000.0,30.0
300000000.0,60.0,6,6,False,False,0.0,0.0,0.009463266746257536,700000000.0,22.0
305000000.0,-60.0,5,5,False,False,0.0,0.0,0.0001570049469803553,705000000.0,-22.0
305000000.0,-58.0,5,5,False,False,0.0,0.0,0.01882520756982627,310000000.0,-56.0
305000000.0,-56.0,5,5,False,False,0.0,0.0,0.0013956656864170505,505000000.0,-30.0
305000000.0,-54.0,5,5,False,False,0.0,0.0,0.01057764291560776,905000000.0,-16.0
305000000.0,-52.0,5,5,False,False,0.0,0.0,0.003057579712137272,705000000.0,-20.0
305000000.0,-50.0,5,5,False,False,0.0,0.0,0.013466834920586378,505000000.0,-28.0
305000000.0,-48.0,5,5,False,False,0.0,0.0,0.012071747429571058,1105000000.0,-12.0
305000000.0,-46.0,5,5,False,False,0.0,0.0,0.0017984141642366249,905000000.0,-14.0
305000000.0,-44.0,5,5,False,False,0.0,0.0,0.022303081026197925,310000000.0,-44.0
305000000.0,-42.0,5,5,False,False,0.0,0.0,0.005157167623859976,505000000.0,-24.0
305000000.0,-40.0,5,5,False,False,0.0,0.0,0.006757408017773137,705000000.0,-16.0
305000000.0,-38.0,5,5,False,False,0.0,0.0,0.0015008734813100066,905000000.0,-12.0
305000000.0,-36.0,5,5,False,False,0.0,0.0,0.021092760113609162,310000000.0,-36.0
