frequency_hz,angle_deg,num_temporal_candidates,num_joint_candidates,temporal_unique,joint_unique,candidate_reduction_ratio,temporal_margin,joint_margin,nearest_competing_frequency_hz,nearest_competing_angle_deg
300000000.0,-60.0,11,11,False,False,0.0,0.0,0.009463266746257536,700000000.0,-22.0
300000000.0,-58.0,11,11,False,False,0.0,0.0,0.010573693682173821,400000000.0,-40.0
300000000.0,-56.0,11,11,False,False,0.0,0.0,0.002496629993851067,900000000.0,-16.0
300000000.0,-54.0,11,11,False,False,0.0,0.0,0.0030665126297933715,1000000000.0,-14.0
300000000.0,-52.0,11,11,False,False,0.0,0.0,0.005047364119763884,400000000.0,-36.0
300000000.0,-50.0,11,11,False,False,0.0,0.0,0.004347884378532115,1100000000.0,-12.0
300000000.0,-48.0,11,11,False,False,0.0,0.0,0.0028727464924707393,400000000.0,-34.0
300000000.0,-46.0,11,11,False,False,0.0,0.0,0.001996657586572308,700000000.0,-18.0
300000000.0,-44.0,11,11,False,False,0.0,0.0,7.712442224676987e-05,1200000000.0,-10.0
300000000.0,-42.0,11,11,False,False,0.0,0.0,0.0028941562131695863,400000000.0,-30.0
300000000.0,-40.0,11,11,False,False,0.0,0.0,0.0004301650593616456,700000000.0,-16.0
300000000.0,-38.0,11,11,False,False,0.0,0.0,0.0027867666990530828,600000000.0,-18.0
300000000.0,-36.0,11,11,False,False,0.0,0.0,0.003864905155454136,400000000.0,-26.0
300000000.0,-34.0,11,11,False,False,0.0,0.0,0.0029370995964260378,1200000000.0,-8.0
300000000.0,-32.0,11,11,False,False,0.0,0.0,0.010541606345145118,900000000.0,-10.0
300000000.0,-30.0,11,11,False,False,0.0,0.0,0.0006161305815129962,400000000.0,-22.0
300000000.0,-28.0,11,11,False,False,0.0,0.0,0.006532212017825018,1000000000.0,-8.0
300000000.0,-26.0,11,11,False,False,0.0,0.0,0.017131518100033216,1300000000.0,-6.0
300000000.0,-24.0,11,11,False,False,0.0,0.0,0.0018295215004131384,700000000.0,-10.0
300000000.0,-22.0,11,11,False,False,0.0,0.0,0.004085652462524018,800000000.0,-8.0
300000000.0,-20.0,11,11,False,False,0.0,0.0,0.005284934301435145,500000000.0,-12.0
300000000.0,-18.0,11,11,False,False,0.0,0.0,0.005366044638287844,900000000.0,-6.0
300000000.0,-16.0,11,11,False,False,0.0,0.0,0.0018538006843869714,400000000.0,-12.0
300000000.0,-14.0,11,11,False,False,0.0,0.0,0.00232319615949652,700000000.0,-6.0
300000000.0,-12.0,11,11,False,False,0.0,0.0,0.0013452010508285361,600000000.0,-6.0
300000000.0,-10.0,11,11,False,False,0.0,0.0,0.0006647424494697357,500000000.0,-6.0
300000000.0,-8.0,11,11,False,False,0.0,0.0,0.00023278751975287776,400000000.0,-6.0
300000000.0,-6.0,11,11,False,False,0.0,0.0,0.00019971464336402637,900000000.0,-2.0
300000000.0,-4.0,11,11,False,False,0.0,0.0,4.994387210589302e-05,600000000.0,-2.0
300000000.0,-2.0,11,11,False,False,0.0,0.0,0.013664018209868945,400000000.0,-2.0
300000000.0,0.0,11,11,False,False,0.0,0.0,0.0,400000000.0,0.0
300000000.0,2.0,11,11,False,False,0.0,0.0,0.013664018209868945,400000000.0,2.0
300000000.0,4.0,11,11,False,False,0.0,0.0,4.994387210589302e-05,600000000.0,2.0
300000000.0,6.0,11,11,False,False,0.0,0.0,0.00019971464336402637,900000000.0,2.0
300000000.0,8.0,11,11,False,False,0.0,0.0,0.00023278751975287776,400000000.0,6.0
300000000.0,10.0,11,11,False,False,0.0,0.0,0.0006647424494697357,500000000.0,6.0
300000000.0,12.0,11,11,False,False,0.0,0.0,0.0013452010508285361,600000000.0,6.0
300000000.0,14.0,11,11,False,False,0.0,0.0,0.00232319615949652,700000000.0,6.0
300000000.0,16.0,11,11,False,False,0.0,0.0,0.0018538006843869714,400000000.0,12.0
300000000.0,18.0,11,11,False,False,0.0,0.0,0.005366044638287844,900000000.0,6.0
300000000.0,20.0,11,11,False,False,0.0,0.0,0.005284934301435145,500000000.0,12.0
300000000.0,22.0,11,11,False,False,0.0,0.0,0.004085652462524018,800000000.0,8.0
300000000.0,24.0,11,11,False,False,0.0,0.0,0.0018295215004131384,700000000.0,10.0
300000000.0,26.0,11,11,False,False,0.0,0.0,0.017131518100033216,1300000000.0,6.0
300000000.0,28.0,11,11,False,False,0.0,0.0,0.006532212017825018,1000000000.0,8.0
300000000.0,30.0,11,11,False,False,0.0,0.0,0.0006161305815129962,400000000.0,22.0
300000000.0,32.0,11,11,False,False,0.0,0.0,0.010541606345145118,900000000.0,10.0
300000000.0,34.0,11,11,False,False,0.0,0.0,0.0029370995964260378,1200000000.0,8.0
300000000.0,36.0,11,11,False,False,0.0,0.0,0.003864905155454136,400000000.0,26.0
300000000.0,38.0,11,11,False,False,0.0,0.0,0.0027867666990530828,600000000.0,18.0
300000000.0,40.0,11,11,False,False,0.0,0.0,0.0004301650593616456,700000000.0,16.0
300000000.0,42.0,11,11,False,False,0.0,0.0,0.0028941562131695863,400000000.0,30.0
300000000.0,44.0,11,11,False,False,0.0,0.0,7.712442224676987e-05,1200000000.0,10.0
300000000.0,46.0,11,11,False,False,0.0,0.0,0.001996657586572308,700000000.0,18.0
300000000.0,48.0,11,11,False,False,0.0,0.0,0.0028727464924707393,400000000.0,34.0
300000000.0,50.0,11,11,False,False,0.0,0.0,0.004347884378532115,1100000000.0,12.0
