combination_id,sampling_rates_mhz,num_rates,sum_sampling_rate_mhz,max_sampling_rate_mhz,gcd_mhz,lcm_mhz,temporal_period_mhz,temporal_unique_coverage,joint_unique_coverage,spatial_absolute_gain,resolve_rate_among_temporal_ambiguous,mean_temporal_candidates,median_temporal_candidates,p90_temporal_candidates,p95_temporal_candidates,max_temporal_candidates,mean_joint_candidates,median_joint_candidates,p90_joint_candidates,p95_joint_candidates,max_joint_candidates,mean_candidate_reduction,median_candidate_reduction,p10_candidate_reduction,p90_candidate_reduction,temporal_margin_min,temporal_margin_p05,temporal_margin_p10,temporal_margin_median,temporal_margin_mean,joint_margin_min,joint_margin_p05,joint_margin_p10,joint_margin_median,joint_margin_mean,broadside_joint_coverage,off_broadside_joint_coverage,runtime_seconds,status,category,is_pareto_optimal
r_20_32_35,20+32+35,3,87,35,1,1120,1120,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07216878364870322,0.07216878364870322,0.07216878364870322,0.07216878364870322,0.07216878364870323,0.021114881390733527,0.03589085701077631,0.0423484591571275,0.05368169064717474,0.056269217263033695,1.0,1.0,0.1484978999942541,ok,C,True
r_25_30_32,25+30+32,3,87,32,1,2400,2400,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03608439182435161,0.03608439182435161,0.03608439182435161,0.03608439182435161,0.036084391824351615,0.021114881390733527,0.025577508560344638,0.02594510355199632,0.03964248231201074,0.0473832878756588,1.0,1.0,0.14422189991455525,ok,C,True
r_20_25_45,20+25+45,3,90,45,5,900,900,0.7910447761194029,0.8714623603295001,0.08041758421009715,0.38485558157689304,1.208955223880597,1.0,2.0,2.0,2.0,1.1285376396705,1.0,2.0,2.0,2.0,0.19242779078844652,0.0,0.0,0.5,0.0,0.0,0.0,0.06415002990995841,0.05074554604817607,0.0,0.021668091645073762,0.035475785777914944,0.04736298045296334,0.05258096681933121,0.7910447761194029,0.8891542288557214,0.13488809997215867,ok,unclassified,True
r_45_48,45+48,2,93,48,3,720,720,0.43283582089552236,0.6277628252181714,0.19492700432264903,0.3436870865688812,1.5671641791044777,2.0,2.0,2.0,2.0,1.3722371747818285,1.0,2.0,2.0,2.0,0.1718435432844406,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.019128821505979367,0.0,0.005753638716887806,0.013257457930468432,0.032439330181209654,0.03292080587445839,0.43283582089552236,0.6706467661691542,0.16327670007012784,ok,D,True
r_30_64,30+64,2,94,64,2,960,960,0.9104477611940298,0.9458445477530381,0.03539678655900824,0.39526411657559196,1.0895522388059702,1.0,1.0,2.0,2.0,1.0541554522469618,1.0,1.0,2.0,2.0,0.19763205828779598,0.0,0.0,0.5,0.0,0.0,0.02209708691207961,0.02209708691207961,0.020118243308012786,0.0,0.015634169922202457,0.015800627700140655,0.025221013319327697,0.026450287626795462,0.9104477611940298,0.9536318407960199,0.13276279997080564,ok,unclassified,True
r_25_30_40,25+30+40,3,95,40,5,600,600,0.19402985074626866,0.4462115651251937,0.25218171437892506,0.3128921270997774,1.8059701492537314,2.0,2.0,2.0,2.0,1.5537884348748063,2.0,2.0,2.0,2.0,0.1564460635498887,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.022404637311836225,0.0,0.003143600393993924,0.007640288880211225,0.054253999217157185,0.051119713598773715,0.19402985074626866,0.5016915422885572,0.15272400004323572,ok,D,True
r_30_35_40,30+35+40,3,105,40,5,840,840,0.6716417910447762,0.794144033928717,0.12250224288394085,0.3730750124192747,1.328358208955224,1.0,2.0,2.0,2.0,1.2058559660712829,1.0,2.0,2.0,2.0,0.18653750620963735,0.0,0.0,0.5,0.0,0.0,0.0,0.08247860988423225,0.055396081265529126,0.0,0.011290238883309212,0.02590521890522296,0.05884502297328681,0.05466979895670042,0.6716417910447762,0.8210945273631841,0.1380568000022322,ok,D,True
r_35_75,35+75,2,110,75,5,525,525,0.04477611940298507,0.3220781339205611,0.277302014517576,0.29030054644808745,1.955223880597015,2.0,2.0,2.0,2.0,1.6779218660794388,2.0,2.0,2.0,2.0,0.14515027322404372,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0021107665110046193,0.0,0.002458753935721719,0.006334112474841163,0.03339210529966281,0.027998725264262947,0.04477611940298507,0.38308457711442784,0.13962230004835874,ok,D,True
r_30_35_45,30+35+45,3,110,45,5,630,630,0.2537313432835821,0.4930266699290433,0.23929532664546121,0.320655737704918,1.7462686567164178,2.0,2.0,2.0,2.0,1.5069733300709567,2.0,2.0,2.0,2.0,0.160327868852459,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.02092740847808878,0.0,0.003220114273110029,0.00804898401222393,0.058322942090916444,0.04487656780182163,0.2537313432835821,0.5456716417910448,0.14545619999989867,ok,D,True
r_35_80,35+80,2,115,80,5,560,560,0.11442786069651742,0.3811271511295979,0.2666992904330805,0.30116043470252346,1.8855721393034826,2.0,2.0,2.0,2.0,1.618872848870402,2.0,2.0,2.0,2.0,0.15058021735126173,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.005057044765948569,0.0,0.0029730891066535366,0.0070096930126610805,0.03147602375733286,0.02978324446488508,0.11442786069651742,0.43980099502487563,0.15292659995611757,ok,D,True
r_200_250,200+250,2,450,250,50,1000,1000,0.9900497512437811,0.9941277220455101,0.004077970801729003,0.4098360655737705,1.0099502487562189,1.0,1.0,1.0,2.0,1.0058722779544897,1.0,1.0,1.0,2.0,0.20491803278688525,0.0,0.0,0.5,0.0,0.022638462845343543,0.022638462845343543,0.022638462845343543,0.022413204508573956,0.0,0.016022383999056457,0.016138074938711132,0.018763257900305856,0.019035866154946148,0.9900497512437811,0.9950248756218906,0.1370394000550732,ok,unclassified,True
