true_frequency_hz,assumed_frequency_hz,absolute_frequency_error_hz,relative_frequency_error,true_angle_deg,predicted_angle_deg,estimated_angle_deg,prediction_error_deg,aoa_error_deg,is_physically_feasible,used_alias_frequency,sampling_rate_hz,sampling_rates_mhz
800000000,799900000,-100000,-0.000125,-50,-50.00853713144272,-50.00142057568437,0.0071165557583512395,-0.0014205756843708173,True,False,,32+35
800000000,800000000,0,0.0,-50,-50.0,-50.000015184362525,-1.5184362524678363e-05,-1.5184362524678363e-05,True,False,,32+35
800000000,800100000,100000,0.000125,-50,-49.9914665176962,-49.9987121139835,-0.0072455962872979285,0.0012878860164988737,True,False,,32+35
800000000,800500000,500000,0.000625,-50,-49.957369021301425,-49.985918396393764,-0.028549375092339346,0.014081603606236115,True,False,,32+35
800000000,801000000,1000000,0.00125,-50,-49.91482890579301,-49.93992292214363,-0.025094016350621473,0.060077077856369954,True,False,,32+35
800000000,802000000,2000000,0.0025,-50,-49.83001981410362,-49.80813255168513,0.021887262418495368,0.19186744831487346,True,False,,32+35
800000000,805000000,5000000,0.00625,-50,-49.57773596019854,-49.59498744985834,-0.017251489659798835,0.40501255014166304,True,False,,32+35
800000000,810000000,10000000,0.0125,-50,-49.164241341322885,-49.18952018549926,-0.025278844176376936,0.8104798145007379,True,False,,32+35
800000000,820000000,20000000,0.025,-50,-48.36224480047773,-48.388532936970805,-0.026288136493072045,1.6114670630291954,True,False,,32+35
800000000,0.0,-800000000.0,-1.0,-50,nan,-60.0,nan,-10.0,False,True,32000000.0,32+35
800000000,-5000000.0,-805000000.0,-1.00625,-50,nan,60.000000000001705,nan,110.0000000000017,False,True,35000000.0,32+35
800000000,780000000,-20000000,-0.025,-10,-10.259150167405132,-10.226026848944368,0.03312331846076333,-0.2260268489443682,True,False,,32+35
800000000,790000000,-10000000,-0.0125,-10,-10.127908721677132,-10.160340165817912,-0.03243144414078003,-0.160340165817912,True,False,,32+35
800000000,795000000,-5000000,-0.00625,-10,-10.063545797702226,-10.030128845873344,0.03341695182888138,-0.03012884587334419,True,False,,32+35
800000000,798000000,-2000000,-0.0025,-10,-10.025321267637722,-10.006197861209236,0.01912340642848598,-0.006197861209235711,True,False,,32+35
800000000,799000000,-1000000,-0.00125,-10,-10.012644541253716,-10.002305481931957,0.01033905932175827,-0.0023054819319572317,True,False,,32+35
800000000,799500000,-500000,-0.000625,-10,-10.006318255191612,-10.000923672725408,0.0053945824662040565,-0.0009236727254080535,True,False,,32+35
800000000,799900000,-100000,-0.000125,-10,-10.00126300930666,-10.000130752372437,0.0011322569342233635,-0.00013075237243675986,True,False,,32+35
800000000,800000000,0,0.0,-10,-10.0,-10.000002178641482,-2.178641482331045e-06,-2.178641482331045e-06,True,False,,32+35
800000000,800100000,100000,0.000125,-10,-9.998737311313525,-9.999881436684749,-0.001144125371224547,0.00011856331525095243,True,False,,32+35
800000000,800500000,500000,0.000625,-10,-9.993689760316188,-9.999095637929992,-0.005405877613803511,0.0009043620700079913,True,False,,32+35
800000000,801000000,1000000,0.00125,-10,-9.987387520816863,-9.997724760441185,-0.010337239624321981,0.00227523955881459,True,False,,32+35
800000000,802000000,2000000,0.0025,-10,-9.974806981274465,-9.99387903550403,-0.019072054229564372,0.006120964495970327,True,False,,32+35
