sampling_rates_mhz,frequency_hz,angle_deg,snr_db,snapshots_per_branch,num_branches,total_snapshots,method,bias_deg,mae_deg,rmse_deg,median_abs_error_deg,p90_abs_error_deg,p95_abs_error_deg,success_rate_1deg,success_rate_2deg,catastrophic_rate_5deg,invalid_rate,crb_rmse_deg,runtime_seconds
35+75,800000000.0,-50,10,128,2,256,MUSIC,-0.02266483814373075,0.06755243658666146,0.07993411614142298,0.06123096194611577,0.11862093334115542,0.12015909721291607,1.0,1.0,0.0,0.0,0.09942577905180632,0.07514950000040699
35+75,800000000.0,-50,10,128,2,256,ESPRIT,-0.048975853651540294,0.11365420197349393,0.13717497347442575,0.10457289519377255,0.19666266727594744,0.22103912660146244,1.0,1.0,0.0,0.0,0.09942577905180632,0.0004403000002639601
35+75,800000000.0,-50,10,512,2,1024,MUSIC,-0.00940891272167832,0.04883395908417114,0.06278958586938506,0.03622521835593773,0.10050569754716604,0.11368983808526562,1.0,1.0,0.0,0.0,0.04971288952590316,0.06804830000055517
35+75,800000000.0,-50,10,512,2,1024,ESPRIT,0.011826539639626077,0.051164639527993216,0.05896922457247738,0.05734935820867548,0.07801441977123459,0.09004704599872253,1.0,1.0,0.0,0.0,0.04971288952590316,0.0004233999989082804
35+75,800000000.0,-50,20,32,2,64,MUSIC,0.014794913096947226,0.05123977902907555,0.06792195446161965,0.03976765648429392,0.10731392680635209,0.1297684641253038,1.0,1.0,0.0,0.0,0.06288238398807286,0.07536890000119456
35+75,800000000.0,-50,20,32,2,64,ESPRIT,0.0074041990084964485,0.07912623913928911,0.0865201079639061,0.07143884700127145,0.12465369186310298,0.12942464605983905,1.0,1.0,0.0,0.0,0.06288238398807286,0.00045429999954649247
35+75,800000000.0,-50,20,128,2,256,MUSIC,-0.004934512228222587,0.017821733891494062,0.021857551466871246,0.01584648497314234,0.03542215853209996,0.03592028712458628,1.0,1.0,0.0,0.0,0.03144119199403643,0.07810309999968013
35+75,800000000.0,-50,20,128,2,256,ESPRIT,-0.01413638872911136,0.03451638491363056,0.04195299795222904,0.03284825629521748,0.06049188236861766,0.06794242173552403,1.0,1.0,0.0,0.0,0.03144119199403643,0.0004895000010947115
35+75,800000000.0,-50,20,512,2,1024,MUSIC,-0.003385347360978841,0.009631755715299306,0.013621270469628884,0.005754645485968268,0.021636877702047738,0.027270560015841723,1.0,1.0,0.0,0.0,0.015720595997018215,0.07193240000106016
35+75,800000000.0,-50,20,512,2,1024,ESPRIT,0.0034413272008706032,0.01604329644086846,0.018364322283049298,0.01805146465143892,0.02387311376942591,0.027935878007930615,1.0,1.0,0.0,0.0,0.015720595997018215,0.0004945999999108608
35+75,800000000.0,-10,-10,32,2,64,MUSIC,-4.54718111259565,6.856203544213793,16.2479255548607,1.4160968964954854,15.148881800810281,32.57444090040511,0.4,0.7,0.2,0.0,1.297911367217685,0.06153170000015962
35+75,800000000.0,-10,-10,32,2,64,ESPRIT,-0.8621837022024564,12.800138346841635,20.51301914440315,5.747816243950733,38.21066878390466,44.4623901630209,0.0,0.2,0.5,0.0,1.297911367217685,0.0005173999998078216
35+75,800000000.0,-10,-10,128,2,256,MUSIC,0.08846210931076595,0.8082136028588914,0.9794469221108366,0.9424213755825157,1.4022819965856308,1.5383629555347413,0.5,1.0,0.0,0.0,0.6489556836088425,0.06018829999902664
35+75,800000000.0,-10,-10,128,2,256,ESPRIT,0.033288014618148586,1.4661655985139097,1.7703196345230174,1.1717062191167464,3.162094247269759,3.1987902880829604,0.4,0.8,0.0,0.0,0.6489556836088425,0.00044159999924886506
35+75,800000000.0,-10,-10,512,2,1024,MUSIC,-0.23579614002488736,0.35335077467936865,0.42752106871255713,0.30969694679914106,0.6190152965568034,0.7202357852666132,1.0,1.0,0.0,0.0,0.32447784180442124,0.07268550000026153
35+75,800000000.0,-10,-10,512,2,1024,ESPRIT,-0.23751840787000714,0.4804553354958182,0.5575505896608984,0.39831293406419377,0.895416594401311,0.9993690528118228,0.9,1.0,0.0,0.0,0.32447784180442124,0.00047559999893564964
35+75,800000000.0,-10,0,32,2,64,MUSIC,0.07635070744044085,0.26376574381560014,0.30044376929370875,0.3159076259070206,0.37276704032447966,0.4494346162542193,1.0,1.0,0.0,0.0,0.41043561214310836,0.0756612999994104
35+75,800000000.0,-10,0,32,2,64,ESPRIT,0.24045382870578838,0.6125748887856757,0.7310085794657184,0.4156675892765467,1.1350451949104763,1.272931538942933,0.8,1.0,0.0,0.0,0.41043561214310836,0.00048289999904227443
35+75,800000000.0,-10,0,128,2,256,MUSIC,0.05782835282651586,0.10621484129969598,0.15710839701418045,0.07419522437164261,0.18791344647963626,0.3093861029071265,1.0,1.0,0.0,0.0,0.20521780607155418,0.07530700000006618
35+75,800000000.0,-10,0,128,2,256,ESPRIT,0.041126409534189355,0.17467207654042075,0.2052012517569054,0.16166940700797383,0.321153704019032,0.3700246428129581,1.0,1.0,0.0,0.0,0.20521780607155418,0.0005416000003606314
35+75,800000000.0,-10,0,512,2,1024,MUSIC,-0.052392644030683576,0.0824003080605566,0.09751183331478501,0.07490119553573393,0.154129835681751,0.16193507867094253,1.0,1.0,0.0,0.0,0.10260890303577709,0.05066310000074736
35+75,800000000.0,-10,0,512,2,1024,ESPRIT,-0.02309544421040517,0.08739112640077114,0.11966580332978141,0.06937945146654734,0.12580973199175116,0.2237636708634748,1.0,1.0,0.0,0.0,0.10260890303577709,0.00037710000106017105
35+75,800000000.0,-10,10,32,2,64,MUSIC,0.04895640966504757,0.09400175616476751,0.10240477066815384,0.10331257823201767,0.14452374661559517,0.14765272720298375,1.0,1.0,0.0,0.0,0.1297911367217685,0.05975070000113192
35+75,800000000.0,-10,10,32,2,64,ESPRIT,0.08871696840263273,0.18433460446377356,0.22532319471609338,0.11493615598490514,0.3963180364963705,0.4082514790850556,1.0,1.0,0.0,0.0,0.1297911367217685,0.0005144999977346743
35+75,800000000.0,-10,10,128,2,256,MUSIC,0.020187213128988725,0.02808975415338555,0.04353021330635381,0.01982277469123961,0.05026155550061781,0.08637843251819391,1.0,1.0,0.0,0.0,0.06489556836088425,0.07269020000057935
35+75,800000000.0,-10,10,128,2,256,ESPRIT,0.017172357536242088,0.04709048211662008,0.05482335023889406,0.04519804498620239,0.0736511459806639,0.09483593863291778,1.0,1.0,0.0,0.0,0.06489556836088425,0.0004351999996288214
35+75,800000000.0,-10,10,512,2,1024,MUSIC,-0.012427285104570984,0.023057960531496845,0.029423577836096428,0.014563280490548891,0.04915711713829065,0.05120392259944024,1.0,1.0,0.0,0.0,0.03244778418044213,0.061090800001693424
35+75,800000000.0,-10,10,512,2,1024,ESPRIT,-0.0034178823224523926,0.03124146061081188,0.040203705093915076,0.026527395830711065,0.04960703734941754,0.0736799803905733,1.0,1.0,0.0,0.0,0.03244778418044213,0.00043140000161656644
35+75,800000000.0,-10,20,32,2,64,MUSIC,0.016608739116652595,0.028591653078027513,0.031611457514727825,0.03177294875780934,0.04280290338935071,0.04781471729352561,1.0,1.0,0.0,0.0,0.04104356121431083,0.058500300000559946
35+75,800000000.0,-10,20,32,2,64,ESPRIT,0.02890773996705711,0.05824649519304224,0.07179063515088963,0.03922861511622511,0.12888973765991701,0.13025791237066944,1.0,1.0,0.0,0.0,0.04104356121431083,0.00046209999982238514
35+75,800000000.0,-10,20,128,2,256,MUSIC,0.004956988950937102,0.006830580154645815,0.01100200794729983,0.004519244060556815,0.010809617828849118,0.02131911576993397,1.0,1.0,0.0,0.0,0.020521780607155416,0.07277050000175223
35+75,800000000.0,-10,20,128,2,256,ESPRIT,0.005871105077827643,0.014290390487189875,0.017115912728439934,0.011738876141972554,0.02642032217979828,0.03116108201820954,1.0,1.0,0.0,0.0,0.020521780607155416,0.0004682000007960596
35+75,800000000.0,-10,20,512,2,1024,MUSIC,-0.001966387468396569,0.0035543872691482293,0.004478334253783932,0.0024052626469721616,0.007435310238233938,0.007853875195662318,1.0,1.0,0.0,0.0,0.010260890303577708,0.07477280000057362
35+75,800000000.0,-10,20,512,2,1024,ESPRIT,-0.0006851704058767893,0.010292887295352316,0.013083708380418464,0.008320028151134196,0.01748576243987578,0.023967620106852102,1.0,1.0,0.0,0.0,0.010260890303577708,0.00045309999768505804
35+75,800000000.0,0,-10,32,2,64,MUSIC,1.4385977715162968,2.7720883070173077,3.2792884838031733,2.51167521716312,5.125685662382701,5.802447567285909,0.1,0.4,0.1,0.0,1.2781931771586514,0.07574819999990723
35+75,800000000.0,0,-10,32,2,64,ESPRIT,2.8674577864731545,7.646893588836254,9.781677345810099,5.461386876919713,17.570915386840795,18.889842197246413,0.0,0.2,0.6,0.0,1.2781931771586514,0.00048769999921205454
35+75,800000000.0,0,-10,128,2,256,MUSIC,0.1723576835656678,0.8863058965007836,1.2357265360474432,0.7112000540597007,1.3615588211691396,2.3085155219678057,0.7,0.9,0.0,0.0,0.6390965885793257,0.07579829999940557
35+75,800000000.0,0,-10,128,2,256,ESPRIT,0.38506442365665156,1.7659463582513237,2.273204630042451,1.5766245322642356,4.114167559448687,4.188458340808439,0.4,0.7,0.0,0.0,0.6390965885793257,0.0004718999971373705
35+75,800000000.0,0,-10,512,2,1024,MUSIC,-0.10072662177597036,0.49248646370715043,0.6016440320892545,0.5068314374948146,0.9021884282239981,1.0683779756821952,0.9,1.0,0.0,0.0,0.31954829428966286,0.07643730000290816
35+75,800000000.0,0,-10,512,2,1024,ESPRIT,0.006794244963655825,0.5083684464200243,0.6874672349496315,0.33568089637440024,0.8754418364591747,1.272463922314519,0.9,1.0,0.0,0.0,0.31954829428966286,0.0004666999984692666
35+75,800000000.0,0,0,32,2,64,MUSIC,0.19748397041660357,0.384393151945173,0.42578059177576305,0.45701706362503053,0.5537495025245083,0.5836357511343158,1.0,1.0,0.0,0.0,0.40420017295084465,0.0743953999990481
35+75,800000000.0,0,0,32,2,64,ESPRIT,0.42386489240028535,0.5854101379472614,0.672823310842295,0.6176205471253156,1.005872442733564,1.0233190869575939,0.8,1.0,0.0,0.0,0.40420017295084465,0.00047759999961272115
35+75,800000000.0,0,0,128,2,256,MUSIC,0.0372067132676806,0.19545256863316357,0.27866613661840284,0.09591962787986286,0.3542373567708461,0.5252437191229518,1.0,1.0,0.0,0.0,0.20210008647542232,0.07585299999846029
35+75,800000000.0,0,0,128,2,256,ESPRIT,0.002755698906744211,0.35482616651712734,0.47042709606372507,0.22541785329695502,0.8093308022238686,0.8531871538826925,1.0,1.0,0.0,0.0,0.20210008647542232,0.0004793999996763887
35+75,800000000.0,0,0,512,2,1024,MUSIC,-0.03219633195078374,0.10364002624872778,0.11819383620095607,0.1049175052964024,0.16932809260652007,0.1746136537828689,1.0,1.0,0.0,0.0,0.10105004323771116,0.0738301000028514
35+75,800000000.0,0,0,512,2,1024,ESPRIT,0.0025865579115397393,0.06881485366979462,0.08923185364346119,0.059289193579535424,0.13636908430800934,0.14427966714032675,1.0,1.0,0.0,0.0,0.10105004323771116,0.0004868000005444628
35+75,800000000.0,0,10,32,2,64,MUSIC,0.037414158578407596,0.09215603108033911,0.09970249778245908,0.09263523823825348,0.14452172893735543,0.15140171112777182,1.0,1.0,0.0,0.0,0.12781931771586513,0.06347060000189231
35+75,800000000.0,0,10,32,2,64,ESPRIT,0.08376999527441337,0.13428382320175417,0.1584087849257326,0.14318773913420751,0.25330239263512855,0.25660203112803864,1.0,1.0,0.0,0.0,0.12781931771586513,0.00040529999932914507
35+75,800000000.0,0,10,128,2,256,MUSIC,0.0068903979569877784,0.059447373880329224,0.07970431508606314,0.03736575308405775,0.10671517652044717,0.14600261831915456,1.0,1.0,0.0,0.0,0.06390965885793257,0.06546109999908367
35+75,800000000.0,0,10,128,2,256,ESPRIT,-0.012232695955996641,0.1050461034808448,0.13345006848005178,0.08206466034240614,0.23407336885723806,0.2399017072880679,1.0,1.0,0.0,0.0,0.06390965885793257,0.00044270000034885015
35+75,800000000.0,0,10,512,2,1024,MUSIC,-0.008641892995834746,0.026004789824568886,0.03334174243871242,0.015153593664262504,0.05604661619899923,0.05754647077551727,1.0,1.0,0.0,0.0,0.03195482942896628,0.06856790000256296
35+75,800000000.0,0,10,512,2,1024,ESPRIT,0.002253870768224956,0.021253576086894165,0.026643310884897513,0.01486797631124697,0.043876112051442616,0.04498343783727232,1.0,1.0,0.0,0.0,0.03195482942896628,0.000553300000319723
35+75,800000000.0,0,20,32,2,64,MUSIC,0.00899437589783801,0.02458166835489679,0.026889147935873076,0.020916029905757718,0.04316437615678794,0.04479068000864091,1.0,1.0,0.0,0.0,0.04042001729508447,0.07338020000042889
35+75,800000000.0,0,20,32,2,64,ESPRIT,0.02166350468330574,0.037902112431132236,0.04604352744638268,0.041273009524730356,0.0754925932876648,0.07800757457758496,1.0,1.0,0.0,0.0,0.04042001729508447,0.00043909999840252567
35+75,800000000.0,0,20,128,2,256,MUSIC,0.0031395999213780527,0.01515894536362746,0.022313996854095977,0.00829199569559407,0.027655991892851964,0.04301549292616506,1.0,1.0,0.0,0.0,0.020210008647542237,0.055682899999737856
35+75,800000000.0,0,20,128,2,256,ESPRIT,-0.005131713348705612,0.03341805441917618,0.04107820811133651,0.02712860962859747,0.06945100495510152,0.07319037206181798,1.0,1.0,0.0,0.0,0.020210008647542237,0.00038859999858686933
35+75,800000000.0,0,20,512,2,1024,MUSIC,-0.0011506837675815528,0.0036762344181253356,0.004817705571218359,0.0022056550880293377,0.00775857044714811,0.008538698988414242,1.0,1.0,0.0,0.0,0.010105004323771118,0.06163479999941046
35+75,800000000.0,0,20,512,2,1024,ESPRIT,0.0008728975396301731,0.007277106303024533,0.008555442351155984,0.005822872494613381,0.014204124443976646,0.01433657994258789,1.0,1.0,0.0,0.0,0.010105004323771118,0.0004278999995221966
35+75,800000000.0,10,-10,32,2,64,MUSIC,0.653225710168828,1.2313915710771055,1.6212427044606492,1.0540107344233256,2.524737100140052,3.12803449925078,0.5,0.8,0.0,0.0,1.297911367217685,0.07177370000226801
35+75,800000000.0,10,-10,32,2,64,ESPRIT,3.170122652770437,6.0434796230542895,7.6898650878490145,5.271618830937635,12.941097168665038,13.10767224288093,0.2,0.4,0.5,0.0,1.297911367217685,0.00043589999950199854
35+75,800000000.0,10,-10,128,2,256,MUSIC,-0.09441193494942794,0.7366720968739855,0.9790673997290661,0.5928272031832602,1.3704102597440038,1.8725996223542083,0.8,0.9,0.0,0.0,0.6489556836088425,0.06434420000005048
35+75,800000000.0,10,-10,128,2,256,ESPRIT,0.12924729958207762,1.2087945480908742,1.447858052590231,1.2209769464845932,2.0873266587176778,2.1562729129421094,0.5,0.8,0.0,0.0,0.6489556836088425,0.00043650000043271575
35+75,800000000.0,10,-10,512,2,1024,MUSIC,0.18391253064720683,0.4018380696410995,0.5155926078632285,0.36061696068151505,0.787650310772253,0.9387646503331405,0.9,1.0,0.0,0.0,0.32447784180442124,0.06269080000129179
35+75,800000000.0,10,-10,512,2,1024,ESPRIT,0.26714047098383026,0.6702441244385579,0.8504503809187476,0.8245129396196775,1.095387005392675,1.4032320437899044,0.8,1.0,0.0,0.0,0.32447784180442124,0.0004441999999471591
35+75,800000000.0,10,0,32,2,64,MUSIC,0.12589670898184782,0.3081196038580101,0.3898485793951384,0.2667421455342778,0.6304190509389794,0.719140711866654,1.0,1.0,0.0,0.0,0.41043561214310836,0.06575299999803974
35+75,800000000.0,10,0,32,2,64,ESPRIT,0.2726150722194463,0.6611338508445416,0.7677649536889719,0.5573249682841839,1.1461901088222128,1.1749676381303689,0.7,1.0,0.0,0.0,0.41043561214310836,0.0005327999979272136
35+75,800000000.0,10,0,128,2,256,MUSIC,-0.045270155963428316,0.1117940794949062,0.16751566636206053,0.07130815520767797,0.16955503807542172,0.3179564362881361,1.0,1.0,0.0,0.0,0.20521780607155418,0.06108240000139631
35+75,800000000.0,10,0,128,2,256,ESPRIT,-0.028451300515917842,0.18763319805710682,0.23143967123473516,0.14545233071634556,0.35235261787349004,0.40639767300439494,1.0,1.0,0.0,0.0,0.20521780607155418,0.0004074000007676659
35+75,800000000.0,10,0,512,2,1024,MUSIC,0.02661970719678077,0.08053844241354202,0.09097519069504677,0.06938965770997285,0.11270122283467711,0.1514860714418103,1.0,1.0,0.0,0.0,0.10260890303577709,0.06484440000258473
35+75,800000000.0,10,0,512,2,1024,ESPRIT,0.04121653655556301,0.1260562981897845,0.1399349446646825,0.11719388178393064,0.1872728548952434,0.2213841132809498,1.0,1.0,0.0,0.0,0.10260890303577709,0.0004336000019975472
35+75,800000000.0,10,10,32,2,64,MUSIC,0.019051725218430526,0.09712131200802557,0.11272656277932849,0.08053167486144464,0.1730426929331351,0.19038841766371273,1.0,1.0,0.0,0.0,0.1297911367217685,0.07619939999949565
35+75,800000000.0,10,10,32,2,64,ESPRIT,0.03743990232185741,0.1771576539715772,0.19720904057586566,0.18921730502031586,0.27654615549586264,0.28874674670438316,1.0,1.0,0.0,0.0,0.1297911367217685,0.00045369999861577526
35+75,800000000.0,10,10,128,2,256,MUSIC,-0.0165551715545341,0.03988297291927374,0.05409069603121658,0.026220200729097698,0.09103224969710516,0.10880054735422777,1.0,1.0,0.0,0.0,0.06489556836088425,0.0768964999997479
35+75,800000000.0,10,10,128,2,256,ESPRIT,-0.018859832310777057,0.06312651288880548,0.07569048592615867,0.06151970784444316,0.1112940265329966,0.1285813054424866,1.0,1.0,0.0,0.0,0.06489556836088425,0.00045729999965260504
35+75,800000000.0,10,10,512,2,1024,MUSIC,0.0038183599503822663,0.01742518678406011,0.019996728209204735,0.014311282566343841,0.03348959707949071,0.03582283441969629,1.0,1.0,0.0,0.0,0.03244778418044213,0.062232500000391155
35+75,800000000.0,10,10,512,2,1024,ESPRIT,0.008384333519162901,0.035301830595327564,0.03897059832897359,0.035192038575133644,0.05446572482552341,0.056430066226090494,1.0,1.0,0.0,0.0,0.03244778418044213,0.00040249999983643647
35+75,800000000.0,10,20,32,2,64,MUSIC,0.003649654899555088,0.028982257991430414,0.03515373419761966,0.020860649584388824,0.06185440310395069,0.06551204512296502,1.0,1.0,0.0,0.0,0.04104356121431083,0.06537819999994099
35+75,800000000.0,10,20,32,2,64,ESPRIT,0.007830324550009671,0.053623349364873896,0.060039560376603865,0.053691502425919246,0.09172066993180135,0.09242273833914813,1.0,1.0,0.0,0.0,0.04104356121431083,0.0005328000006556977
35+75,800000000.0,10,20,128,2,256,MUSIC,-0.004589765179338378,0.009595226447035721,0.01343936067988924,0.006049416021456366,0.02382346570600919,0.027588089944610674,1.0,1.0,0.0,0.0,0.020521780607155416,0.06200300000000425
35+75,800000000.0,10,20,128,2,256,ESPRIT,-0.00704985357616561,0.020283890763834654,0.02457326523400853,0.019055697809053918,0.03659719826481122,0.041422235474404254,1.0,1.0,0.0,0.0,0.020521780607155416,0.000436599998465681
35+75,800000000.0,10,20,512,2,1024,MUSIC,0.00034161418532132617,0.002627020111203926,0.003053544804956666,0.002338557554808496,0.004676229750616123,0.005472131012470081,1.0,1.0,0.0,0.0,0.010260890303577708,0.06902320000244799
35+75,800000000.0,10,20,512,2,1024,ESPRIT,0.002192023273560473,0.010766411994844738,0.012044938206484496,0.011005562303483707,0.01659755717192084,0.017510292334886123,1.0,1.0,0.0,0.0,0.010260890303577708,0.0004474000006666756
35+75,800000000.0,50,-10,32,2,64,MUSIC,1.7950686439743264,4.799552820551767,5.872245274565822,5.229480326690144,9.558120445101432,9.633113625592731,0.2,0.3,0.5,0.0,1.9885155810361261,0.06988960000035149
35+75,800000000.0,50,-10,32,2,64,ESPRIT,2.9219538979869464,7.1314773869011265,9.08037047553144,6.7480872071671385,12.31335196787994,16.32933043391868,0.0,0.1111111111111111,0.5555555555555556,0.09999999999999998,1.9885155810361261,0.00040469999930792255
35+75,800000000.0,50,-10,128,2,256,MUSIC,-0.49452398925063934,1.1003631875004642,1.4578116400872674,0.6359938651956298,2.7402712270463345,2.789717342407513,0.6,0.8,0.0,0.0,0.9942577905180631,0.05615419999867299
35+75,800000000.0,50,-10,128,2,256,ESPRIT,0.04612188372949788,1.3625820458635487,2.394501252012838,0.3310691547057658,3.5845062196741178,5.0536697210648,0.7,0.8,0.1,0.0,0.9942577905180631,0.0004540999998425832
35+75,800000000.0,50,-10,512,2,1024,MUSIC,0.014781781569337227,0.6321924679186737,0.8088309392833385,0.4869804355587455,1.0142728589520782,1.4735375026854673,0.9,1.0,0.0,0.0,0.49712889525903153,0.06628600000021834
35+75,800000000.0,50,-10,512,2,1024,ESPRIT,-0.30192123761225814,0.8773467233045011,1.1352313083778427,0.5627004119481889,1.6155390825539075,2.0476448365746927,0.6,0.9,0.0,0.0,0.49712889525903153,0.0004656000010072603
35+75,800000000.0,50,0,32,2,64,MUSIC,0.5063459537155509,0.8639224451194508,1.2576925970748363,0.48445044718212316,2.0536238878237665,2.4957149945561117,0.7,0.9,0.0,0.0,0.6288238398807287,0.06826449999971373
35+75,800000000.0,50,0,32,2,64,ESPRIT,0.6800431610469111,1.1997321831499967,1.509360569014473,0.820991785026564,2.6501362269028155,2.778505747301291,0.6,0.8,0.0,0.0,0.6288238398807287,0.00041199999941454735
35+75,800000000.0,50,0,128,2,256,MUSIC,-0.0744379105307587,0.2388715983914153,0.2832114610252578,0.20601018619963796,0.48444553653104233,0.5072772150448344,1.0,1.0,0.0,0.0,0.3144119199403643,0.062238999999863154
35+75,800000000.0,50,0,128,2,256,ESPRIT,0.07434689297048251,0.2860700926879822,0.36052893461742136,0.23516221528520376,0.5536493220646469,0.6446828389617651,1.0,1.0,0.0,0.0,0.3144119199403643,0.0005089000005682465
35+75,800000000.0,50,0,512,2,1024,MUSIC,0.02961919607585415,0.12867725255138324,0.17280987014563512,0.09009918415599572,0.2739202285367909,0.34102627367377053,1.0,1.0,0.0,0.0,0.15720595997018216,0.05772499999966385
35+75,800000000.0,50,0,512,2,1024,ESPRIT,-0.02954217736947342,0.17421093349497951,0.22307909581322666,0.14397971233758966,0.2511644247737961,0.39639704343387444,1.0,1.0,0.0,0.0,0.15720595997018216,0.000410499997997249
35+75,800000000.0,50,10,32,2,64,MUSIC,0.13628912996375178,0.23810486111845464,0.3401880046606142,0.14169470426437414,0.5918400175820806,0.6846111719826102,1.0,1.0,0.0,0.0,0.19885155810361263,0.06104289999984758
35+75,800000000.0,50,10,32,2,64,ESPRIT,0.16777728574334816,0.29958158772191157,0.384410285775388,0.1658578561252746,0.7002371944457962,0.714442471364321,1.0,1.0,0.0,0.0,0.19885155810361263,0.0004286999992473284
35+75,800000000.0,50,10,128,2,256,MUSIC,-0.015718920035307348,0.0702222355667658,0.07645652076510229,0.07098106695703166,0.1124149186447255,0.11589891517245547,1.0,1.0,0.0,0.0,0.09942577905180632,0.05438149999918096
35+75,800000000.0,50,10,128,2,256,ESPRIT,0.029961483167372904,0.07764533286284418,0.09296399186233535,0.07042567646704256,0.13723437441267802,0.16076637727550386,1.0,1.0,0.0,0.0,0.09942577905180632,0.00044770000022253953
35+75,800000000.0,50,10,512,2,1024,MUSIC,0.010761058896675025,0.03597752081278145,0.047603279439697645,0.02875385908103567,0.08229367071498714,0.09531957635178646,1.0,1.0,0.0,0.0,0.04971288952590316,0.06292400000165799
35+75,800000000.0,50,10,512,2,1024,ESPRIT,-0.004927554357392694,0.05277293344307452,0.06532250503940519,0.047355528272206016,0.08098793852322995,0.11579576462274971,1.0,1.0,0.0,0.0,0.04971288952590316,0.0003956000009566196
35+75,800000000.0,50,20,32,2,64,MUSIC,0.04064578332822464,0.07205904513809855,0.10145012788902996,0.04350167219219969,0.18115531742483595,0.20387287799273177,1.0,1.0,0.0,0.0,0.06288238398807286,0.06258359999992535
35+75,800000000.0,50,20,32,2,64,ESPRIT,0.04909872763544243,0.08826422698394013,0.1132550713875605,0.05288147943051413,0.208865288937978,0.209122581933428,1.0,1.0,0.0,0.0,0.06288238398807286,0.0004561000005196547
35+75,800000000.0,50,20,128,2,256,MUSIC,-0.0035647591782414167,0.017104616044392885,0.01869629889873358,0.01752729260670094,0.02641483283150592,0.02765856529179089,1.0,1.0,0.0,0.0,0.03144119199403643,0.06523089999882359
35+75,800000000.0,50,20,128,2,256,ESPRIT,0.010000244393773273,0.023069450851428287,0.028079584001154588,0.019238214652819607,0.04243660123797283,0.050610387656110215,1.0,1.0,0.0,0.0,0.03144119199403643,0.00041760000112844864
35+75,800000000.0,50,20,512,2,1024,MUSIC,0.0020267766521847364,0.007111032351199498,0.009696716315431677,0.005725068217230955,0.01673189870987599,0.019705998797958906,1.0,1.0,0.0,0.0,0.015720595997018215,0.0728873999987627
35+75,800000000.0,50,20,512,2,1024,ESPRIT,-0.00117317919468789,0.016591981941150635,0.02044241830238235,0.014181254934875653,0.025898429064680064,0.03577103482059021,1.0,1.0,0.0,0.0,0.015720595997018215,0.0003996999985247385
35+75,1300000000.0,-50,-10,32,2,64,MUSIC,-0.8321923113378965,1.60911011814024,1.940252298528905,1.1000365000521697,3.262399559167834,3.4621296254828064,0.4,0.6,0.0,0.0,1.2237018960222315,0.07174409999879572
35+75,1300000000.0,-50,-10,32,2,64,ESPRIT,0.8749521982847035,4.144427364719006,6.540115974146453,2.767934233908708,9.968599436441416,13.619555905525068,0.3,0.4,0.2,0.0,1.2237018960222315,0.00039459999879909446
35+75,1300000000.0,-50,-10,128,2,256,MUSIC,-0.052970824599045584,0.47595000399568405,0.6467872805089049,0.29920082547484483,1.2411351453248727,1.2691757640388437,0.8,1.0,0.0,0.0,0.6118509480111157,0.052858799998830364
35+75,1300000000.0,-50,-10,128,2,256,ESPRIT,0.20370168624228882,0.9198575096214328,1.0704857570278352,0.7926658656515997,1.6103598964880645,1.660741517152332,0.6,1.0,0.0,0.0,0.6118509480111157,0.00040210000042861793
35+75,1300000000.0,-50,-10,512,2,1024,MUSIC,0.21065153922203805,0.4114278938512236,0.5163697035649548,0.35080998151007137,0.8451407224447571,0.8787438127115318,1.0,1.0,0.0,0.0,0.30592547400555786,0.06840680000186694
35+75,1300000000.0,-50,-10,512,2,1024,ESPRIT,0.20629199809456722,0.5306601748906296,0.7046479009339399,0.3474320977219385,1.2902335314435582,1.337548715946939,0.8,1.0,0.0,0.0,0.30592547400555786,0.0004220000018904102
35+75,1300000000.0,-50,0,32,2,64,MUSIC,-0.1412943639471706,0.2415335237072398,0.2942888190103392,0.2179378862378556,0.5103977924684884,0.5420347476875803,1.0,1.0,0.0,0.0,0.3869685168496792,0.07412580000072921
35+75,1300000000.0,-50,0,32,2,64,ESPRIT,-0.14073826493191036,0.44960400947253304,0.5185957771992198,0.5556479911943093,0.7281560446317265,0.7400204123306163,1.0,1.0,0.0,0.0,0.3869685168496792,0.00048799999967741314
35+75,1300000000.0,-50,0,128,2,256,MUSIC,0.06492398620900416,0.1309833848805738,0.17682253599811865,0.11637178882633492,0.25692987121442307,0.33196258783329835,1.0,1.0,0.0,0.0,0.1934842584248396,0.06160840000029566
35+75,1300000000.0,-50,0,128,2,256,ESPRIT,0.13061648823923946,0.17567894096670927,0.22092549691225266,0.13725533272672052,0.31492912350354696,0.39247117496509903,1.0,1.0,0.0,0.0,0.1934842584248396,0.0004042999980811146
35+75,1300000000.0,-50,0,512,2,1024,MUSIC,0.040672643287437894,0.08609539481640952,0.10280013511649334,0.08698146227383674,0.1557840668357116,0.15843544598773676,1.0,1.0,0.0,0.0,0.0967421292124198,0.06714010000087
35+75,1300000000.0,-50,0,512,2,1024,ESPRIT,0.028064204689319895,0.09629366308637018,0.1265578809509829,0.052763252057964394,0.23276633120785276,0.23959159842091038,1.0,1.0,0.0,0.0,0.0967421292124198,0.0005236999995759106
35+75,1300000000.0,-50,10,32,2,64,MUSIC,-0.03780362930904744,0.07085663708094643,0.09025855547604075,0.05466960955110878,0.16667866665924863,0.16977936671930607,1.0,1.0,0.0,0.0,0.12237018960222314,0.07213640000190935
